layer,strip,end,adc_fit_k,adc_fit_m,tot_fit_k,tot_fit_m
1,0,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,0,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,1,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,1,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,2,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,2,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,3,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,3,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,4,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,4,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,5,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,5,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,6,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,6,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,7,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,7,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,8,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,8,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,9,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,9,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,10,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,10,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,11,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,11,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,12,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
1,12,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,0,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,0,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,1,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,1,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,2,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,2,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,3,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,3,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,4,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,4,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,5,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,5,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,6,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,6,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,7,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,7,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,8,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,8,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,9,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,9,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,10,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,10,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,11,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,11,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,12,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
2,12,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,0,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,0,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,1,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,1,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,2,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,2,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,3,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,3,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,4,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,4,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,5,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,5,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,6,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,6,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,7,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,7,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,8,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,8,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,9,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,9,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,10,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,10,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,11,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,11,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,12,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
3,12,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,0,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,0,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,1,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,1,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,2,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,2,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,3,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,3,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,4,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,4,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,5,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,5,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,6,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,6,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,7,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,7,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,8,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,8,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,9,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,9,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,10,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,10,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,11,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,11,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,12,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
4,12,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
5,0,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
5,0,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
5,1,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
5,1,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
5,2,0,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
5,2,1,2.3337402270582586,283.9493490147817,0.5672728233374911,0.5672728233374911
